image_name,env_split
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_A1.npy,brightness_contrast_transform
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_B1.npy,brightness_contrast_transform
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_C1.npy,brightness_contrast_transform
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_D1.npy,brightness_contrast_transform
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_A1.npy,brightness_contrast_transform
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_B1.npy,brightness_contrast_transform
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_C1.npy,brightness_contrast_transform
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_D1.npy,brightness_contrast_transform
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_A1.npy,brightness_contrast_transform
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_B1.npy,brightness_contrast_transform
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_C1.npy,brightness_contrast_transform
brightness_contrast_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_D1.npy,brightness_contrast_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_A1.npy,gaussian_blur_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_B1.npy,gaussian_blur_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_C1.npy,gaussian_blur_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_D1.npy,gaussian_blur_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_A1.npy,gaussian_blur_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_B1.npy,gaussian_blur_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_C1.npy,gaussian_blur_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_D1.npy,gaussian_blur_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_A1.npy,gaussian_blur_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_B1.npy,gaussian_blur_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_C1.npy,gaussian_blur_transform
gaussian_blur_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_D1.npy,gaussian_blur_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_A1.npy,horizontal_flip_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_B1.npy,horizontal_flip_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_C1.npy,horizontal_flip_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_D1.npy,horizontal_flip_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_A1.npy,horizontal_flip_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_B1.npy,horizontal_flip_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_C1.npy,horizontal_flip_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_D1.npy,horizontal_flip_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_A1.npy,horizontal_flip_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_B1.npy,horizontal_flip_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_C1.npy,horizontal_flip_transform
horizontal_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_D1.npy,horizontal_flip_transform
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_A1.npy,original_resized
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_B1.npy,original_resized
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_C1.npy,original_resized
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_D1.npy,original_resized
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_A1.npy,original_resized
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_B1.npy,original_resized
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_C1.npy,original_resized
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_D1.npy,original_resized
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_A1.npy,original_resized
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_B1.npy,original_resized
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_C1.npy,original_resized
original_resized/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_D1.npy,original_resized
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_A1.npy,rotate_90_transform
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_B1.npy,rotate_90_transform
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_C1.npy,rotate_90_transform
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_D1.npy,rotate_90_transform
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_A1.npy,rotate_90_transform
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_B1.npy,rotate_90_transform
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_C1.npy,rotate_90_transform
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_D1.npy,rotate_90_transform
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_A1.npy,rotate_90_transform
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_B1.npy,rotate_90_transform
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_C1.npy,rotate_90_transform
rotate_90_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_D1.npy,rotate_90_transform
vertical_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_A1.npy,vertical_flip_transform
vertical_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_B1.npy,vertical_flip_transform
vertical_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_C1.npy,vertical_flip_transform
vertical_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_158_D1.npy,vertical_flip_transform
vertical_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_A1.npy,vertical_flip_transform
vertical_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_B1.npy,vertical_flip_transform
vertical_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_C1.npy,vertical_flip_transform
vertical_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_159_D1.npy,vertical_flip_transform
vertical_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_A1.npy,vertical_flip_transform
vertical_flip_transform/GLDS-352_SpatialTranscriptomics_NASA-RR3_Sample_304_B1.npy,vertical_flip_transform
